#Parameters = {L=30; L1=0.3; L2=0.8; L3=0.2; L4=0.6; Lc=11; Lf=8; Lt=1.8; Ltaper=1.27; R1=4.17; R2=2.68; R3=1.97; W=15; Wf=0.72; Ws=0.6; Wt=2.5; Wtaper=0.72; a=5; counter=29; degree=12; delta_l2=4.4; delta_l3=2.8; dp=3.8; g=0.2; gs=0.2; gt=0.5; h=0.254; hole_d=2; hole_x=9.25; hole_y=2.8; lp1=3.83; lp2=7.83; lp3=10.45; p=1; r=0.25; t=0.018; w1=3.5; w2=3.2; w3=3.2}
#"Frequency / GHz"	"Axial_ratio [Real Part]"
#-------------------------------------------
28.970000000000	18.388774246795
28.980000000000	18.550175271347
28.990000000000	18.705470437263
29.000000000000	18.854480523213
37.000000000000	17.334798779848
37.010000000000	17.188160263796
37.020000000000	17.040903974137
37.030000000000	16.893179027370
37.040000000000	16.745125980585
37.050000000000	16.596869617911
37.060000000000	16.448532608696
37.070000000000	16.300232689604
37.080000000000	16.152074226167
37.090000000000	16.004144521245
37.100000000000	15.856527435447
37.110000000000	15.709291236363
37.120000000000	15.562495505491
37.130000000000	15.416188142642
37.140000000000	15.270394268854
37.150000000000	15.125150809301
37.160000000000	14.980461785756
37.170000000000	14.836333651053
37.180000000000	14.692749963518
37.190000000000	14.549700612249
37.200000000000	14.407148900264
37.210000000000	14.265064958311
37.220000000000	14.123403721331
37.230000000000	13.982112333388
37.240000000000	13.841129949870
37.250000000000	13.700397832726
37.260000000000	13.559840366435
37.270000000000	13.419389572353
37.280000000000	13.278968009652
37.290000000000	13.138495810557
37.300000000000	12.997890145520
37.310000000000	12.857067544815
37.320000000000	12.715944690270
37.330000000000	12.574443205882
37.340000000000	12.432474646876
37.350000000000	12.289952223352
37.360000000000	12.146808192265
37.370000000000	12.002954175562
37.380000000000	11.858317162409
37.390000000000	11.712824634648
37.400000000000	11.566405403547
37.410000000000	11.418993157741
37.420000000000	11.270524413914
37.430000000000	11.120944776772
37.440000000000	10.970194520398
37.450000000000	10.818224636832
37.460000000000	10.664995312859
37.470000000000	10.510456741767
37.480000000000	10.354577823023
37.490000000000	10.197325671360
37.500000000000	10.038672553687
37.510000000000	9.8785976929521
37.520000000000	9.7170808174127
37.530000000000	9.5541095876700
37.540000000000	9.3896771468899
37.550000000000	9.2237750751033
37.560000000000	9.0564042182106
37.570000000000	8.8875708315758
37.580000000000	8.7172817731905
37.590000000000	8.5455502003519
37.600000000000	8.3723842399106
37.610000000000	8.1978133946062
37.620000000000	8.0218538973077
37.630000000000	7.8445355977575
37.640000000000	7.6658859323300
37.650000000000	7.4859363855486
37.660000000000	7.3047205779002
37.670000000000	7.1222790409409
37.680000000000	6.9386490672670
37.690000000000	6.7538741555984
37.700000000000	6.5679984255625
37.710000000000	6.3810683766490
37.720000000000	6.1931324486883
37.730000000000	6.0042397954502
37.740000000000	5.8144422413598
37.750000000000	5.6237912990106
37.760000000000	5.4323402384816
37.770000000000	5.2401446944451
37.780000000000	5.0472601480187
37.790000000000	4.8537444654791
37.800000000000	4.6596540769331
37.810000000000	4.4650460245875
37.820000000000	4.2699813761373
37.830000000000	4.0745189496503
37.840000000000	3.8787177587100
37.850000000000	3.6826421053467
37.860000000000	3.4863538126889
37.870000000000	3.2899151717527
37.880000000000	3.0933957754618
37.890000000000	2.8968652674425
37.900000000000	2.7003962581623
37.910000000000	2.5040719820860
37.920000000000	2.3079861148233
37.930000000000	2.1122433397609
37.940000000000	1.9169733983276
37.950000000000	1.7223472203971
37.960000000000	1.5285920720129
37.970000000000	1.3360430538145
37.980000000000	1.1452339485847
37.990000000000	0.95707626719245
38.000000000000	0.77331838910189
38.010000000000	0.59773411274118
38.020000000000	0.43976259822712
38.030000000000	0.32542056720847
38.040000000000	0.30711996918199
38.050000000000	0.39767874027155
38.060000000000	0.54481936171530
38.070000000000	0.71399521516566
38.080000000000	0.89243486176029
38.090000000000	1.0752497603897
38.100000000000	1.2602963939976
38.110000000000	1.4464962772674
38.120000000000	1.6332675992362
38.130000000000	1.8202559632216
38.140000000000	2.0072502713206
38.150000000000	2.1941086708260
38.160000000000	2.3807398630065
38.170000000000	2.5670793208017
38.180000000000	2.7530897019549
38.190000000000	2.9387465261075
38.200000000000	3.1240323634006
38.210000000000	3.3089471273410
38.220000000000	3.4934891456181
38.230000000000	3.6776684318609
38.240000000000	3.8614938039095
38.250000000000	4.0449885071079
38.260000000000	4.2281702205758
38.270000000000	4.4110652132430
38.280000000000	4.5936988607567
38.290000000000	4.7761033292461
38.300000000000	4.9583157829248
38.310000000000	5.1403671847015
38.320000000000	5.3223007522143
38.330000000000	5.5041565641209
38.340000000000	5.6859775228979
38.350000000000	5.8678094271859
38.360000000000	6.0497028642459
38.370000000000	6.2317077849970
38.380000000000	6.4138737015179
38.390000000000	6.5962579854908
38.400000000000	6.7789122570223
38.410000000000	6.9618991675421
38.420000000000	7.1452740446535
38.430000000000	7.3291000225194
38.440000000000	7.5134339749322
38.450000000000	7.6983436853369
38.460000000000	7.8838921947761
38.470000000000	8.0701435541992
38.480000000000	8.2571609720230
38.490000000000	8.4450112247118
38.500000000000	8.6337602561795
38.510000000000	8.8234764691655
38.520000000000	9.0142191019869
38.530000000000	9.2060569206886
38.540000000000	9.3990526544665
38.550000000000	9.5932669095337
38.560000000000	9.7887626103994
38.570000000000	9.9855937269010
38.580000000000	10.183819792816
38.590000000000	10.383487700435
38.600000000000	10.584654685781
38.610000000000	10.787361444326
38.620000000000	10.991645183022
38.630000000000	11.197543222824
38.640000000000	11.405089540562
38.650000000000	11.614300734572
38.660000000000	11.825195566907
38.670000000000	12.037783198462
38.680000000000	12.252063849801
38.690000000000	12.468036751574
38.700000000000	12.685675186235
38.710000000000	12.904966453974
38.720000000000	13.125871663146
38.730000000000	13.348346212708
38.740000000000	13.572336596464
38.750000000000	13.797783029077
38.760000000000	14.024620122574
38.770000000000	14.252761646208
38.780000000000	14.482123768272
38.790000000000	14.712611957784
38.800000000000	14.944135966448
38.810000000000	15.176572243041
38.820000000000	15.409830258603
38.830000000000	15.643803182343
38.840000000000	15.878386118232
38.850000000000	16.113469448930
38.860000000000	16.348963827455
38.870000000000	16.584779645298
38.880000000000	16.820844229765
38.890000000000	17.057095842112
38.900000000000	17.293481568665
38.910000000000	17.529982543880
38.920000000000	17.766596195146
38.930000000000	18.003338661561
38.940000000000	18.240252159024
38.950000000000	18.477420689308
38.960000000000	18.714935177399
38.970000000000	18.952929435965
38.980000000000	19.191558658754
38.990000000000	19.431026369692
39.000000000000	19.671553782929
